formula,count_regular,percent_regular,os,n_days,count_on_request,percent_on_request,pct_on_request
picard-tools,483,0.0,macos,90,462,0.0,95.65217391304348
libuvc,482,0.0,macos,90,481,0.0,99.79253112033194
riemann-client,482,0.0,macos,90,43,0.0,8.921161825726141
tailor,482,0.0,macos,90,477,0.0,98.96265560165975
gdub,481,0.0,macos,90,479,0.0,99.58419958419958
libbs2b,481,0.0,macos,90,19,0.0,3.9501039501039505
osrf/simulation/ignition-fuel-tools1,481,0.0,macos,90,217,0.0,45.11434511434512
memtester,480,0.0,macos,90,431,0.0,89.79166666666667
mesos,480,0.0,macos,90,454,0.0,94.58333333333333
most,480,0.0,macos,90,471,0.0,98.125
webtorrent-cli,480,0.0,macos,90,478,0.0,99.58333333333333
volta,479,0.0,macos,90,478,0.0,99.79123173277662
bc,478,0.0,macos,90,478,0.0,100.0
glslang,478,0.0,macos,90,433,0.0,90.5857740585774
osrf/simulation/ignition-sensors4,478,0.0,macos,90,79,0.0,16.527196652719663
libplist --HEAD,477,0.0,macos,90,477,0.0,100.0
osrf/simulation/ignition-physics3,477,0.0,macos,90,63,0.0,13.20754716981132
pdfsandwich,477,0.0,macos,90,476,0.0,99.79035639412997
cloudfoundry/tap/credhub-cli,475,0.0,macos,90,472,0.0,99.36842105263159
clp,475,0.0,macos,90,47,0.0,9.894736842105264
timidity,475,0.0,macos,90,457,0.0,96.21052631578947
nyx,474,0.0,macos,90,448,0.0,94.51476793248945
tomanthony/brews/itermocil,474,0.0,macos,90,471,0.0,99.36708860759494
xhyve --HEAD,473,0.0,macos,90,473,0.0,100.0
u-boot-tools,472,0.0,macos,90,464,0.0,98.30508474576271
sipcalc,471,0.0,macos,90,471,0.0,100.0
gcc --HEAD,470,0.0,macos,90,465,0.0,98.93617021276596
cdk,469,0.0,macos,90,463,0.0,98.72068230277186
jp2a,469,0.0,macos,90,442,0.0,94.24307036247335
somuchforsubtlety/tap/f1viewer,469,0.0,macos,90,469,0.0,100.0
mas-cli/tap/mas,468,0.0,macos,90,468,0.0,100.0
shapelib,468,0.0,macos,90,66,0.0,14.102564102564102
srecord,468,0.0,macos,90,231,0.0,49.358974358974365
bramstein/webfonttools/sfnt2woff,467,0.0,macos,90,466,0.0,99.78586723768737
ec2-api-tools,467,0.0,macos,90,239,0.0,51.17773019271949
metricbeat,467,0.0,macos,90,465,0.0,99.57173447537473
antiword,466,0.0,macos,90,456,0.0,97.85407725321889
rcs,464,0.0,macos,90,391,0.0,84.26724137931035
get_iplayer,463,0.0,macos,90,454,0.0,98.0561555075594
tnftpd,463,0.0,macos,90,461,0.0,99.56803455723542
liquidprompt,462,0.0,macos,90,425,0.0,91.991341991342
ocaml-findlib,462,0.0,macos,90,91,0.0,19.696969696969695
pivotal/tap/git-together,462,0.0,macos,90,436,0.0,94.37229437229438
mmv,461,0.0,macos,90,461,0.0,100.0
newrelic-cli,461,0.0,macos,90,461,0.0,100.0
readosm,461,0.0,macos,90,20,0.0,4.3383947939262475
rigellute/tap/spotify-tui,461,0.0,macos,90,460,0.0,99.78308026030369
polipo,460,0.0,macos,90,452,0.0,98.26086956521739
rswift,460,0.0,macos,90,460,0.0,100.0
gtksourceviewmm3,459,0.0,macos,90,458,0.0,99.78213507625271
oauth2l,459,0.0,macos,90,459,0.0,100.0
pgrouting,458,0.0,macos,90,384,0.0,83.84279475982532
monero,457,0.0,macos,90,446,0.0,97.59299781181619
crf++,456,0.0,macos,90,234,0.0,51.31578947368421
fdk-aac-encoder,456,0.0,macos,90,267,0.0,58.55263157894737
goenv --HEAD,456,0.0,macos,90,456,0.0,100.0
ungit,456,0.0,macos,90,455,0.0,99.78070175438597
x11vnc,456,0.0,macos,90,446,0.0,97.80701754385966
insect,455,0.0,macos,90,452,0.0,99.34065934065934
nextdns/tap/nextdns,455,0.0,macos,90,455,0.0,100.0
vapoursynth-ocr,455,0.0,macos,90,453,0.0,99.56043956043956
ansiweather,452,0.0,macos,90,446,0.0,98.67256637168141
coinutils,450,0.0,macos,90,12,0.0,2.666666666666667
mdbook,449,0.0,macos,90,446,0.0,99.33184855233853
salilab/salilab/modeller,448,0.0,macos,90,434,0.0,96.875
docker-ls,446,0.0,macos,90,446,0.0,100.0
gst-editing-services,446,0.0,macos,90,438,0.0,98.20627802690582
djvu2pdf,445,0.0,macos,90,444,0.0,99.7752808988764
mat2,444,0.0,macos,90,437,0.0,98.42342342342343
patchelf,444,0.0,macos,90,435,0.0,97.97297297297297
sqlparse,444,0.0,macos,90,443,0.0,99.77477477477478
theseal/ssh-askpass/ssh-askpass,443,0.0,macos,90,427,0.0,96.3882618510158
apollo-cli,442,0.0,macos,90,441,0.0,99.77375565610859
boot-clj,441,0.0,macos,90,417,0.0,94.5578231292517
chrome-cli,441,0.0,macos,90,436,0.0,98.86621315192744
fauna-shell,441,0.0,macos,90,441,0.0,100.0
gnu-typist,441,0.0,macos,90,433,0.0,98.1859410430839
libvo-aacenc,441,0.0,macos,90,132,0.0,29.931972789115648
little-cms,441,0.0,macos,90,367,0.0,83.21995464852607
yqrashawn/goku/goku,441,0.0,macos,90,441,0.0,100.0
atool,440,0.0,macos,90,440,0.0,100.0
chart-testing,440,0.0,macos,90,439,0.0,99.77272727272727
havoc-io/mutagen/mutagen,440,0.0,macos,90,440,0.0,100.0
rmlint,440,0.0,macos,90,436,0.0,99.0909090909091
buku,439,0.0,macos,90,432,0.0,98.40546697038725
kubeaudit,439,0.0,macos,90,438,0.0,99.77220956719817
catimg,438,0.0,macos,90,421,0.0,96.11872146118722
onednn,435,0.0,macos,90,422,0.0,97.01149425287356
thought-machine/please/please,435,0.0,macos,90,424,0.0,97.47126436781609
hledger,433,0.0,macos,90,422,0.0,97.45958429561202
calcurse,432,0.0,macos,90,421,0.0,97.45370370370371
pgweb,432,0.0,macos,90,422,0.0,97.68518518518519
git-subrepo,430,0.0,macos,90,425,0.0,98.83720930232558
subnetcalc,430,0.0,macos,90,414,0.0,96.27906976744185
suricata,430,0.0,macos,90,416,0.0,96.74418604651163
microsoft/mssql-preview/msodbcsql,429,0.0,macos,90,321,0.0,74.82517482517483
phplint,429,0.0,macos,90,421,0.0,98.13519813519814
erlang@21,428,0.0,macos,90,419,0.0,97.89719626168224
fselect,428,0.0,macos,90,426,0.0,99.53271028037383
snakemake,428,0.0,macos,90,420,0.0,98.13084112149532
tmspzz/tap/rome,428,0.0,macos,90,428,0.0,100.0
davidalger/warden/warden,425,0.0,macos,90,424,0.0,99.76470588235294
libfreenect,425,0.0,macos,90,410,0.0,96.47058823529412
tholu/tap/php@5.6,425,0.0,macos,90,425,0.0,100.0
knative/client/kn,424,0.0,macos,90,424,0.0,100.0
kde-threadweaver,423,0.0,macos,90,250,0.0,59.10165484633569
osslsigncode,423,0.0,macos,90,414,0.0,97.87234042553192
cdo,422,0.0,macos,90,421,0.0,99.76303317535546
vdirsyncer,422,0.0,macos,90,418,0.0,99.0521327014218
cdktf,421,0.0,macos,90,421,0.0,100.0
nexus,421,0.0,macos,90,397,0.0,94.29928741092637
webkit2png,420,0.0,macos,90,420,0.0,100.0
aubio,418,0.0,macos,90,380,0.0,90.9090909090909
libquvi,418,0.0,macos,90,21,0.0,5.023923444976076
pbzip2,418,0.0,macos,90,394,0.0,94.25837320574163
pothosware/pothos/soapysdr,417,0.0,macos,90,108,0.0,25.899280575539567
bloaty,416,0.0,macos,90,416,0.0,100.0
cryptominisat,416,0.0,macos,90,235,0.0,56.49038461538461
libirecovery,416,0.0,macos,90,372,0.0,89.42307692307693
librealsense,416,0.0,macos,90,415,0.0,99.75961538461539
dark-mode,415,0.0,macos,90,393,0.0,94.6987951807229
gpsbabel,415,0.0,macos,90,328,0.0,79.03614457831326
softhsm,414,0.0,macos,90,413,0.0,99.7584541062802
tarantool,414,0.0,macos,90,406,0.0,98.06763285024155
go --HEAD,413,0.0,macos,90,411,0.0,99.51573849878935
kyleconroy/sqlc/sqlc,412,0.0,macos,90,410,0.0,99.51456310679612
vnstat,412,0.0,macos,90,402,0.0,97.57281553398059
physfs,411,0.0,macos,90,86,0.0,20.92457420924574
go-jsonnet,410,0.0,macos,90,409,0.0,99.7560975609756
nsq,410,0.0,macos,90,402,0.0,98.04878048780488
osgeo/osgeo4mac/osgeo-hdf4,410,0.0,macos,90,107,0.0,26.097560975609756
swift,410,0.0,macos,90,395,0.0,96.34146341463415
cabocha,409,0.0,macos,90,408,0.0,99.75550122249389
cpputest,409,0.0,macos,90,405,0.0,99.02200488997555
mongo-cxx-driver,409,0.0,macos,90,391,0.0,95.59902200488997
percona-server,409,0.0,macos,90,405,0.0,99.02200488997555
advancecomp,408,0.0,macos,90,307,0.0,75.24509803921569
homebank,408,0.0,macos,90,401,0.0,98.2843137254902
latexdiff,408,0.0,macos,90,402,0.0,98.52941176470588
shairport-sync,408,0.0,macos,90,403,0.0,98.77450980392157
boost-mpi,407,0.0,macos,90,405,0.0,99.5085995085995
libglade,407,0.0,macos,90,158,0.0,38.82063882063882
viennacl,407,0.0,macos,90,406,0.0,99.75429975429975
abcmidi,405,0.0,macos,90,387,0.0,95.55555555555556
antlr@2,405,0.0,macos,90,57,0.0,14.074074074074074
nrpe,405,0.0,macos,90,402,0.0,99.25925925925925
artifactory,404,0.0,macos,90,378,0.0,93.56435643564357
detekt,402,0.0,macos,90,402,0.0,100.0
tag,402,0.0,macos,90,396,0.0,98.50746268656717
px4/px4/px4-dev,401,0.0,macos,90,382,0.0,95.26184538653366
pyenv-virtualenv --HEAD,401,0.0,macos,90,397,0.0,99.00249376558602
ucspi-tcp,401,0.0,macos,90,385,0.0,96.00997506234414
cmacrae/formulae/spacebar,400,0.0,macos,90,400,0.0,100.0
qt@5.5,400,0.0,macos,90,400,0.0,100.0
rdiff-backup,399,0.0,macos,90,353,0.0,88.47117794486216
unrtf,399,0.0,macos,90,394,0.0,98.74686716791979
lc0,398,0.0,macos,90,397,0.0,99.74874371859298
bbftp-client,397,0.0,macos,90,394,0.0,99.24433249370277
dirmngr,397,0.0,macos,90,19,0.0,4.785894206549118
httperf,397,0.0,macos,90,365,0.0,91.93954659949623
molten-vk,397,0.0,macos,90,395,0.0,99.49622166246851
pip-completion,397,0.0,macos,90,391,0.0,98.48866498740554
gpg-agent,396,0.0,macos,90,17,0.0,4.292929292929292
pgbouncer,396,0.0,macos,90,394,0.0,99.4949494949495
ugrep,396,0.0,macos,90,396,0.0,100.0
bramstein/webfonttools/sfnt2woff-zopfli,395,0.0,macos,90,393,0.0,99.49367088607595
diceware,395,0.0,macos,90,395,0.0,100.0
lzop,395,0.0,macos,90,388,0.0,98.22784810126582
zsh-navigation-tools,395,0.0,macos,90,395,0.0,100.0
ballerina,394,0.0,macos,90,394,0.0,100.0
profclems/tap/glab,394,0.0,macos,90,394,0.0,100.0
lsyncd,393,0.0,macos,90,387,0.0,98.47328244274809
mpv --HEAD,393,0.0,macos,90,368,0.0,93.63867684478372
xcb-proto,393,0.0,macos,90,50,0.0,12.72264631043257
gem-cfn-nag,392,0.0,macos,90,392,0.0,100.0
libtommath,390,0.0,macos,90,214,0.0,54.871794871794876
remarshal,390,0.0,macos,90,386,0.0,98.97435897435898
ckan,389,0.0,macos,90,369,0.0,94.85861182519281
gabrie30/utils/ghorg,389,0.0,macos,90,388,0.0,99.74293059125964
googletest,389,0.0,macos,90,372,0.0,95.62982005141389
habitat-sh/habitat/hab,389,0.0,macos,90,387,0.0,99.48586118251927
eosio.cdt,388,0.0,macos,90,385,0.0,99.22680412371135
eth-p/software/bat-extras,388,0.0,macos,90,388,0.0,100.0
jabley/wrk2/wrk2 --HEAD,388,0.0,macos,90,387,0.0,99.74226804123711
lua@5.3,387,0.0,macos,90,192,0.0,49.6124031007752
tholu/tap/openssl,387,0.0,macos,90,386,0.0,99.74160206718346
castxml,386,0.0,macos,90,185,0.0,47.92746113989637
conjure-up,386,0.0,macos,90,386,0.0,100.0
git-remote-codecommit,386,0.0,macos,90,386,0.0,100.0
liblas,386,0.0,macos,90,375,0.0,97.15025906735751
apache-arrow-glib,385,0.0,macos,90,385,0.0,100.0
doitlive,385,0.0,macos,90,377,0.0,97.92207792207792
gpsd,385,0.0,macos,90,368,0.0,95.58441558441558
sord,385,0.0,macos,90,67,0.0,17.402597402597404
allegro,384,0.0,macos,90,375,0.0,97.65625
kudobuilder/tap/kudo-cli,384,0.0,macos,90,381,0.0,99.21875
ghi,383,0.0,macos,90,382,0.0,99.73890339425587
xxh,383,0.0,macos,90,383,0.0,100.0
cbc,382,0.0,macos,90,228,0.0,59.68586387434554
astronomer/tap/astro,380,0.0,macos,90,380,0.0,100.0
id3v2,380,0.0,macos,90,304,0.0,80.0
libdv,380,0.0,macos,90,75,0.0,19.736842105263158
dns2tcp,379,0.0,macos,90,379,0.0,100.0
libaacs,376,0.0,macos,90,315,0.0,83.77659574468085
finestructure/tap/arena,375,0.0,macos,90,374,0.0,99.73333333333333
fluxcd/tap/gotk,375,0.0,macos,90,375,0.0,100.0
woshiccm/tap/pecker,375,0.0,macos,90,375,0.0,100.0
ecm,374,0.0,macos,90,372,0.0,99.46524064171123
gwyddion,374,0.0,macos,90,372,0.0,99.46524064171123
osgeo/osgeo4mac/osgeo-libkml,374,0.0,macos,90,62,0.0,16.577540106951872
kibana@6,373,0.0,macos,90,371,0.0,99.46380697050938
sngrep,373,0.0,macos,90,364,0.0,97.58713136729223
codekitchen/dinghy/unfs3,372,0.0,macos,90,7,0.0,1.881720430107527
homebrew-ffmpeg/ffmpeg/ffmpeg --HEAD --with-fdk-aac,372,0.0,macos,90,372,0.0,100.0
liquidctl,371,0.0,macos,90,370,0.0,99.73045822102425
tinyproxy,371,0.0,macos,90,369,0.0,99.46091644204851
gupnp,370,0.0,macos,90,206,0.0,55.67567567567567
osrf/simulation/ignition-fuel-tools3,370,0.0,macos,90,80,0.0,21.62162162162162
gptfdisk,369,0.0,macos,90,360,0.0,97.5609756097561
cracklib,368,0.0,macos,90,366,0.0,99.45652173913044
libsvg-cairo,368,0.0,macos,90,98,0.0,26.6304347826087
hyperscan,367,0.0,macos,90,367,0.0,100.0
sratom,367,0.0,macos,90,65,0.0,17.71117166212534
terrascan,367,0.0,macos,90,367,0.0,100.0
tvnamer,367,0.0,macos,90,344,0.0,93.73297002724796
emacs --HEAD,366,0.0,macos,90,332,0.0,90.7103825136612
serd,366,0.0,macos,90,73,0.0,19.94535519125683
akeru-inc/tap/xcnotary,365,0.0,macos,90,365,0.0,100.0
cgl,365,0.0,macos,90,12,0.0,3.287671232876712
elastic/tap/kibana-oss,365,0.0,macos,90,359,0.0,98.35616438356163
instantclienttap/instantclient/instantclient-sdk,365,0.0,macos,90,363,0.0,99.45205479452055
shopify/shopify/ejson,365,0.0,macos,90,365,0.0,100.0
osrf/simulation/ignition-sensors2,364,0.0,macos,90,89,0.0,24.45054945054945
quvi,364,0.0,macos,90,11,0.0,3.021978021978022
twarc,364,0.0,macos,90,362,0.0,99.45054945054946
jenkins-job-builder,363,0.0,macos,90,350,0.0,96.41873278236915
tccutil,363,0.0,macos,90,355,0.0,97.7961432506887
bios-marcel/cordless/cordless,362,0.0,macos,90,360,0.0,99.4475138121547
jenkins-zh/jcli/jcli,362,0.0,macos,90,362,0.0,100.0
percol,361,0.0,macos,90,353,0.0,97.78393351800554
sdcc,361,0.0,macos,90,351,0.0,97.22991689750693
crosstool-ng,360,0.0,macos,90,349,0.0,96.94444444444444
kubernetes-service-catalog-client,360,0.0,macos,90,360,0.0,100.0
scriptcs,359,0.0,macos,90,358,0.0,99.72144846796658
ntl,358,0.0,macos,90,170,0.0,47.486033519553075
sponge,358,0.0,macos,90,357,0.0,99.72067039106145
anycable-go,357,0.0,macos,90,357,0.0,100.0
yosys,357,0.0,macos,90,354,0.0,99.15966386554622
acpica,356,0.0,macos,90,346,0.0,97.19101123595506
dnsperf,356,0.0,macos,90,350,0.0,98.31460674157303
airspy,355,0.0,macos,90,84,0.0,23.661971830985916
cifer,355,0.0,macos,90,355,0.0,100.0
microsoft/azdata-cli-release/azdata-cli,355,0.0,macos,90,353,0.0,99.43661971830986
osrf/simulation/ignition-gui2,355,0.0,macos,90,71,0.0,20.0
clib,354,0.0,macos,90,323,0.0,91.24293785310734
ghc@8.6,354,0.0,macos,90,84,0.0,23.728813559322035
nanomsg,353,0.0,macos,90,159,0.0,45.04249291784703
proctools,353,0.0,macos,90,353,0.0,100.0
transcrypt,352,0.0,macos,90,345,0.0,98.01136363636364
tylerbrock/saw/saw,352,0.0,macos,90,352,0.0,100.0
argtable,351,0.0,macos,90,101,0.0,28.774928774928775
ldc,351,0.0,macos,90,314,0.0,89.45868945868945
c-blosc,350,0.0,macos,90,190,0.0,54.285714285714285
datamash,350,0.0,macos,90,340,0.0,97.14285714285714
fff,350,0.0,macos,90,350,0.0,100.0
arkweid/lefthook/lefthook,349,0.0,macos,90,349,0.0,100.0
benthos,349,0.0,macos,90,345,0.0,98.8538681948424
gst-devtools,349,0.0,macos,90,338,0.0,96.84813753581662
robot-framework,349,0.0,macos,90,343,0.0,98.28080229226362
git-chglog/git-chglog/git-chglog,347,0.0,macos,90,345,0.0,99.42363112391931
javacc,347,0.0,macos,90,346,0.0,99.71181556195965
devil,346,0.0,macos,90,332,0.0,95.95375722543352
igv,346,0.0,macos,90,315,0.0,91.04046242774567
makensis,346,0.0,macos,90,327,0.0,94.50867052023122
subversion@1.8,346,0.0,macos,90,339,0.0,97.97687861271676
clangen/musikcube/musikcube,345,0.0,macos,90,345,0.0,100.0
glassfish,345,0.0,macos,90,334,0.0,96.81159420289856
node-build --HEAD,345,0.0,macos,90,344,0.0,99.71014492753623
patchutils,345,0.0,macos,90,324,0.0,93.91304347826087
terraforming,345,0.0,macos,90,345,0.0,100.0
awscli --HEAD,344,0.0,macos,90,316,0.0,91.86046511627907
djview4,344,0.0,macos,90,333,0.0,96.80232558139535
dkanejs/aws-session-manager-plugin/aws-session-manager-plugin,344,0.0,macos,90,343,0.0,99.70930232558139
fastqc,344,0.0,macos,90,335,0.0,97.38372093023256
bpytop,343,0.0,macos,90,343,0.0,100.0
opencc,343,0.0,macos,90,338,0.0,98.54227405247813
osrf/simulation/ignition-physics1,343,0.0,macos,90,70,0.0,20.408163265306122
proxytunnel,343,0.0,macos,90,327,0.0,95.33527696793003
commandbox,342,0.0,macos,90,340,0.0,99.41520467836257
github-markdown-toc,342,0.0,macos,90,340,0.0,99.41520467836257
ipv6calc,342,0.0,macos,90,328,0.0,95.90643274853801
kallisto,342,0.0,macos,90,339,0.0,99.12280701754386
plenv,342,0.0,macos,90,334,0.0,97.6608187134503
delta,341,0.0,macos,90,303,0.0,88.85630498533725
moarvm,341,0.0,macos,90,60,0.0,17.595307917888565
cpulimit,340,0.0,macos,90,337,0.0,99.11764705882354
govc,340,0.0,macos,90,340,0.0,100.0
osrf/simulation/ignition-gazebo4,340,0.0,macos,90,51,0.0,15.0
docker-clean,339,0.0,macos,90,339,0.0,100.0
git-standup,339,0.0,macos,90,329,0.0,97.05014749262537
go-vela/vela/vela,339,0.0,macos,90,338,0.0,99.70501474926253
superbrothers/zsh-kubectl-prompt/zsh-kubectl-prompt,339,0.0,macos,90,337,0.0,99.41002949852508
ttygif,339,0.0,macos,90,333,0.0,98.23008849557522
cc65,338,0.0,macos,90,329,0.0,97.33727810650888
kube-aws,338,0.0,macos,90,336,0.0,99.40828402366864
netperf,338,0.0,macos,90,335,0.0,99.11242603550295
vorbis-tools,338,0.0,macos,90,212,0.0,62.721893491124256
kaitai-struct-compiler,337,0.0,macos,90,337,0.0,100.0
yarn-completion,337,0.0,macos,90,333,0.0,98.81305637982196
sqliteodbc,336,0.0,macos,90,334,0.0,99.40476190476191
wakatime-cli,336,0.0,macos,90,322,0.0,95.83333333333334
beagle,335,0.0,macos,90,31,0.0,9.253731343283581
bwa,335,0.0,macos,90,299,0.0,89.25373134328358
csvq,335,0.0,macos,90,335,0.0,100.0
ical-buddy,335,0.0,macos,90,331,0.0,98.80597014925372
spin,334,0.0,macos,90,326,0.0,97.60479041916167
sratoolkit,334,0.0,macos,90,325,0.0,97.30538922155688
emqx/emqx/emqx,333,0.0,macos,90,333,0.0,100.0
glslviewer,333,0.0,macos,90,332,0.0,99.69969969969969
tcsh,333,0.0,macos,90,327,0.0,98.1981981981982
agda,332,0.0,macos,90,318,0.0,95.78313253012048
blendle/blendle/kns,332,0.0,macos,90,332,0.0,100.0
lilv,332,0.0,macos,90,302,0.0,90.96385542168674
nats-streaming-server,331,0.0,macos,90,327,0.0,98.79154078549848
nscli,331,0.0,macos,90,331,0.0,100.0
pdal,331,0.0,macos,90,298,0.0,90.03021148036254
tophat/bar/yvm --without-node,330,0.0,macos,90,329,0.0,99.69696969696969
brewsci/science/openalpr,329,0.0,macos,90,329,0.0,100.0
htmldoc,329,0.0,macos,90,299,0.0,90.88145896656535
denji/nginx/nginx-full --with-debug --with-rtmp-module,328,0.0,macos,90,327,0.0,99.6951219512195
lv2,328,0.0,macos,90,79,0.0,24.085365853658537
nqp,328,0.0,macos,90,41,0.0,12.5
qjackctl,327,0.0,macos,90,320,0.0,97.85932721712538
vera++,327,0.0,macos,90,327,0.0,100.0
libofx,326,0.0,macos,90,93,0.0,28.52760736196319
loadimpact/k6/k6,326,0.0,macos,90,325,0.0,99.69325153374233
ppsspp,326,0.0,macos,90,320,0.0,98.15950920245399
proftpd,326,0.0,macos,90,318,0.0,97.54601226993866
dovecot,325,0.0,macos,90,319,0.0,98.15384615384616
nlohmann/json/nlohmann_json,325,0.0,macos,90,162,0.0,49.84615384615385
sanemat/font/ricty --with-powerline,325,0.0,macos,90,321,0.0,98.76923076923076
inlets,324,0.0,macos,90,312,0.0,96.29629629629629
docker-slim,323,0.0,macos,90,323,0.0,100.0
swiftwasm/tap/carton,323,0.0,macos,90,322,0.0,99.69040247678018
telnetd,323,0.0,macos,90,322,0.0,99.69040247678018
antlr4-cpp-runtime,322,0.0,macos,90,322,0.0,100.0
convox,322,0.0,macos,90,314,0.0,97.51552795031056
mobiledevice,321,0.0,macos,90,319,0.0,99.37694704049844
osgeo/osgeo4mac/osgeo-gdal-python,321,0.0,macos,90,250,0.0,77.88161993769471
zenith,321,0.0,macos,90,320,0.0,99.68847352024922
goofys,320,0.0,macos,90,318,0.0,99.375
html-xml-utils,320,0.0,macos,90,310,0.0,96.875
mvndaemon/mvnd/mvnd,320,0.0,macos,90,319,0.0,99.6875
docker-squash,319,0.0,macos,90,319,0.0,100.0
sipp,319,0.0,macos,90,300,0.0,94.04388714733543
tasksh,319,0.0,macos,90,317,0.0,99.37304075235109
vcs,318,0.0,macos,90,313,0.0,98.42767295597484
ejabberd,316,0.0,macos,90,316,0.0,100.0
dateutils,315,0.0,macos,90,310,0.0,98.4126984126984
go@1.9,315,0.0,macos,90,306,0.0,97.14285714285714
kube-linter,315,0.0,macos,90,314,0.0,99.68253968253968
xorriso,314,0.0,macos,90,311,0.0,99.04458598726114
cql,313,0.0,macos,90,312,0.0,99.68051118210862
jags,312,0.0,macos,90,312,0.0,100.0
libxc,312,0.0,macos,90,209,0.0,66.98717948717949
orocos-kdl,312,0.0,macos,90,20,0.0,6.41025641025641
serf,312,0.0,macos,90,233,0.0,74.67948717948718
kylef/formulae/swiftenv,311,0.0,macos,90,309,0.0,99.35691318327974
petere/postgresql/postgresql@10,311,0.0,macos,90,300,0.0,96.46302250803859
rdfind,311,0.0,macos,90,306,0.0,98.39228295819936
libbtbb,310,0.0,macos,90,270,0.0,87.09677419354838
pdfcpu,310,0.0,macos,90,309,0.0,99.67741935483872
rakudo,309,0.0,macos,90,308,0.0,99.67637540453075
uetchy/nlp/knp,309,0.0,macos,90,309,0.0,100.0
abcde,308,0.0,macos,90,297,0.0,96.42857142857143
homebrew/portable-ruby/portable-openssl,308,0.0,macos,90,305,0.0,99.02597402597402
kubie,308,0.0,macos,90,308,0.0,100.0
protobuf@3.7,308,0.0,macos,90,11,0.0,3.571428571428571
xfreebird/utils/kcpassword,308,0.0,macos,90,308,0.0,100.0
bibendi/dip/dip,307,0.0,macos,90,307,0.0,100.0
ccrypt,307,0.0,macos,90,302,0.0,98.37133550488599
cloudformation-guard,307,0.0,macos,90,306,0.0,99.6742671009772
fail2ban,307,0.0,macos,90,292,0.0,95.11400651465797
git-sizer,307,0.0,macos,90,306,0.0,99.6742671009772
forego,306,0.0,macos,90,304,0.0,99.34640522875817
aalib,305,0.0,macos,90,231,0.0,75.73770491803279
jsonnet-bundler,305,0.0,macos,90,304,0.0,99.672131147541
snaipe/soft/criterion,305,0.0,macos,90,305,0.0,100.0
coturn,304,0.0,macos,90,304,0.0,100.0
gleam,304,0.0,macos,90,304,0.0,100.0
open-sp,304,0.0,macos,90,22,0.0,7.236842105263158
openrtsp,304,0.0,macos,90,274,0.0,90.13157894736842
osmium-tool,304,0.0,macos,90,304,0.0,100.0
sqlite-utils,304,0.0,macos,90,304,0.0,100.0
up,304,0.0,macos,90,304,0.0,100.0
jsonschema2pojo,303,0.0,macos,90,294,0.0,97.02970297029702
pothosware/pothos/pothospython,303,0.0,macos,90,279,0.0,92.07920792079209
rbenv-bundler,303,0.0,macos,90,295,0.0,97.35973597359737
sha3sum,303,0.0,macos,90,303,0.0,100.0
swi-prolog --HEAD,303,0.0,macos,90,283,0.0,93.3993399339934
mafft,302,0.0,macos,90,266,0.0,88.0794701986755
yleisradio/terraforms/chtf,302,0.0,macos,90,298,0.0,98.67549668874173
keepassc,301,0.0,macos,90,298,0.0,99.00332225913621
bbc/audiowaveform/audiowaveform,300,0.0,macos,90,297,0.0,99.0
k1low/tap/tbls,300,0.0,macos,90,299,0.0,99.66666666666667
kong/deck/deck,300,0.0,macos,90,298,0.0,99.33333333333333
